Spotify ID,Artist IDs,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Added By,Added At,Genres,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
6ZOcbKub95XSDESsKKuH41,"1mcTU81TzQhprhouKaTkpq,37230BxxYs9ksS7OkZw3IU","Desesperados","Desesperados","Rauw Alejandro,Chencho Corleone",2021-12-11,224996,75,spotify:user:,1970-01-01T00:00:00Z,"puerto rican pop,reggaeton,trap latino,urbano latino,reggaeton flow",0.869,0.694,1,-3.35,0,0.0783,0.356,0.00125,0.0878,0.511,90.02,4
6Sq7ltF9Qa7SNFBsV5Cogx,"4q3ewBCX7sLwd24euuV69X,37230BxxYs9ksS7OkZw3IU","Me Porto Bonito","Un Verano Sin Ti","Bad Bunny,Chencho Corleone",2022-05-06,178567,90,spotify:user:,1970-01-01T00:00:00Z,"reggaeton,trap latino,urbano latino,reggaeton flow",0.911,0.712,1,-5.105,0,0.0817,0.0901,0.0000268,0.0933,0.425,92.005,4
2JPLbjOn0wPCngEot2STUS,"4q3ewBCX7sLwd24euuV69X","Yonaguni","Yonaguni","Bad Bunny",2021-06-04,206710,83,spotify:user:,1970-01-01T00:00:00Z,"reggaeton,trap latino,urbano latino",0.644,0.648,1,-4.601,1,0.118,0.276,0,0.135,0.44,179.951,4
6ylDpki1VpIsc525KC1ojF,"07YUOmWljBTXwIseAUd9TW","Tacones Rojos","Dharma","Sebastian Yatra",2022-01-28,189333,78,spotify:user:,1970-01-01T00:00:00Z,"colombian pop,latin pop,reggaeton,reggaeton colombiano,urbano latino",0.746,0.844,11,-3.499,0,0.0359,0.062,0,0.149,0.934,123.014,4
2vmfvSoZBFAt9hhRoEByLi,"1qto4hHid1P71emI6Fd8xi,4q3ewBCX7sLwd24euuV69X","Volví","Volví","Aventura,Bad Bunny",2021-08-03,230125,81,spotify:user:,1970-01-01T00:00:00Z,"bachata,bachata dominicana,latin hip hop,latin pop,tropical,urbano latino,reggaeton,trap latino",0.725,0.86,1,-3.726,1,0.182,0.422,0.000284,0.0674,0.791,175.896,4
78kygHp1dvW1kncYjBgbe1,"7j6DKwmjbxvpQO8h914uEz","Mujeriego","Mujeriego","Ryan Castro",2021-12-17,142500,72,spotify:user:,1970-01-01T00:00:00Z,"reggaeton,trap colombiano,trap latino,urbano latino",0.758,0.621,9,-8.033,1,0.125,0.0628,0,0.0809,0.92,79.949,4
5u5MvmVtitax9R1Mxh3reC,"1i8SpTcr7yvPOmcqrbnVXY","Dile Que Tu Me Quieres","Odisea","Ozuna",2017-08-25,226520,77,spotify:user:,1970-01-01T00:00:00Z,"puerto rican pop,reggaeton,trap latino,urbano latino",0.773,0.757,1,-4.959,1,0.0526,0.0864,0.00000373,0.0727,0.858,88.006,4
4ZRrLHqzhGRXYj2qcB4s5S,"1mcTU81TzQhprhouKaTkpq,28gNT5KBp7IjEOQoevXf9N","Tattoo - Remix with Camilo","Tattoo (Remix with Camilo)","Rauw Alejandro,Camilo",2020-07-09,222680,69,spotify:user:,1970-01-01T00:00:00Z,"puerto rican pop,reggaeton,trap latino,urbano latino,colombian pop,latin pop,latin viral pop,reggaeton colombiano",0.848,0.637,9,-5.132,1,0.156,0.0413,0,0.0521,0.698,96.988,4
1IHWl5LamUGEuP4ozKQSXZ,"4q3ewBCX7sLwd24euuV69X","Tití Me Preguntó","Un Verano Sin Ti","Bad Bunny",2022-05-06,243716,87,spotify:user:,1970-01-01T00:00:00Z,"reggaeton,trap latino,urbano latino",0.65,0.715,5,-5.198,0,0.253,0.0993,0.000291,0.126,0.187,106.672,4
59L8x0xy8njj75vzVCPMqg,"4obzFoKoKRHIphyHzJ35G3,2oQX8QiMXOyuqbcZEFsZfm","FULANITO","FULANITO","Becky G,El Alfa",2021-06-03,158531,65,spotify:user:,1970-01-01T00:00:00Z,"latin pop,latin viral pop,rap latina,reggaeton,trap latino,urbano latino,dembow,rap dominicano",0.93,0.837,7,-4.632,0,0.187,0.256,0.00000237,0.239,0.821,111.898,4
