Spotify ID,Artist IDs,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Added By,Added At,Genres,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
0lPXFrKyl8HkdQ2E6NmNja,"0vR2qb8m9WHeZ5ByCbimq2","Ya Me Enteré","Des/Amor","Reik",2016-06-17,204173,78,spotify:user:,1970-01-01T00:00:00Z,"latin arena pop,latin pop,mexican pop,reggaeton,urbano latino",0.619,0.452,9,-5.449,1,0.028,0.502,0,0.122,0.174,131.981,4
5EhzE6HJaCcLFrf5rPqvpk,"2gRP1Ezbtj3qrERnd0XasU","Mientes","Dejarte De Amar","Camila",2010-02-09,205160,79,spotify:user:,1970-01-01T00:00:00Z,"latin arena pop,latin pop",0.332,0.592,1,-6.127,1,0.0371,0.0824,0,0.109,0.31,170.391,3
1VCD7bvSOjhJYBcOzQguik,"2wY79sveU1sp5g7SokKOiI","Young","Love Goes","Sam Smith",2020-10-30,153027,49,spotify:user:,1970-01-01T00:00:00Z,"pop,uk pop",0.657,0.19,3,-9.046,1,0.367,0.651,0,0.328,0.406,118.421,3
5JWTadGxbmqjZYBE3Pwueb,"2wY79sveU1sp5g7SokKOiI","Breaking Hearts","Love Goes","Sam Smith",2020-10-30,166492,47,spotify:user:,1970-01-01T00:00:00Z,"pop,uk pop",0.689,0.215,10,-11.371,1,0.0782,0.639,0.00000165,0.107,0.227,91.839,4
5wHRQRy339ghP31x0hUWcQ,"2wY79sveU1sp5g7SokKOiI","Forgive Myself","Love Goes","Sam Smith",2020-10-30,220237,51,spotify:user:,1970-01-01T00:00:00Z,"pop,uk pop",0.758,0.155,3,-10.252,1,0.0447,0.917,0,0.116,0.207,122.026,4
0Co5gTHVp54QyEQw5yPrd7,"0vR2qb8m9WHeZ5ByCbimq2","De Rodillas","Des/Amor","Reik",2016-06-17,210506,49,spotify:user:,1970-01-01T00:00:00Z,"latin arena pop,latin pop,mexican pop,reggaeton,urbano latino",0.368,0.281,2,-9.255,1,0.0294,0.808,0,0.135,0.21,77.08,4
15AbuFJdFrbINydSMSqVhV,"2gRP1Ezbtj3qrERnd0XasU","Aléjate de Mí","Dejarte De Amar","Camila",2010-02-09,258532,73,spotify:user:,1970-01-01T00:00:00Z,"latin arena pop,latin pop",0.464,0.536,1,-8.372,0,0.0472,0.159,0,0.0969,0.252,145.772,4
5CZ40GBx1sQ9agT82CLQCT,"1McMsnEElThX1knmY4oliG","traitor","SOUR","Olivia Rodrigo",2021-05-21,229226,88,spotify:user:,1970-01-01T00:00:00Z,"pop",0.38,0.339,3,-7.885,1,0.0338,0.691,0,0.12,0.0849,100.607,4
1ABS9lKaZ1uXkXCqr9zFO7,"2wY79sveU1sp5g7SokKOiI","Kids Again","Love Goes","Sam Smith",2020-10-30,207528,51,spotify:user:,1970-01-01T00:00:00Z,"pop,uk pop",0.666,0.726,11,-2.998,1,0.0262,0.486,0,0.0892,0.468,128.044,4
76HDEgJO37r9pM0u9QW4ZD,"0vR2qb8m9WHeZ5ByCbimq2","Náufragos","Des/Amor","Reik",2016-06-17,175146,42,spotify:user:,1970-01-01T00:00:00Z,"latin arena pop,latin pop,mexican pop,reggaeton,urbano latino",0.4,0.188,4,-9.4,1,0.0304,0.793,0.00000125,0.105,0.127,138.8,4
3UI9I3e1g1y5T3SMfdgfGO,"3smfreCkyJt7bShaTYpG77,368rTiMKMrz3b03az6B14w","Colgando en tus manos (con Marta Sánchez)","De mi puño y letra - Edicion Coleccionista","Carlos Baute,Marta Sánchez",2009,230280,81,spotify:user:,1970-01-01T00:00:00Z,"latin pop,spanish pop",0.836,0.637,6,-4.803,1,0.0367,0.535,0,0.129,0.875,120.025,4
5JCoSi02qi3jJeHdZXMmR8,"1McMsnEElThX1knmY4oliG","favorite crime","SOUR","Olivia Rodrigo",2021-05-21,152666,86,spotify:user:,1970-01-01T00:00:00Z,"pop",0.369,0.272,9,-10.497,1,0.0364,0.866,0,0.147,0.218,172.929,4
4y8OZW2dyWRobsi2w0C64W,"2wY79sveU1sp5g7SokKOiI","Diamonds - Acoustic","Diamonds (Acoustic)","Sam Smith",2020-10-09,194541,46,spotify:user:,1970-01-01T00:00:00Z,"pop,uk pop",0.489,0.284,10,-8.699,0,0.0508,0.841,0,0.137,0.335,186.337,4
1fXKStjVOTmBEwjAnFSNkc,"5C4PDR4LnhZTbVnKWXuDKD","Enamórate De Alguien Más","Enamórate De Alguien Más","Morat",2019-12-12,229107,68,spotify:user:,1970-01-01T00:00:00Z,"colombian pop,latin viral pop",0.592,0.643,11,-5.608,1,0.0321,0.466,0,0.315,0.579,145.979,4
26waqvvTo7eyRIApBjY5jM,"0vR2qb8m9WHeZ5ByCbimq2,3KedxarmBCyFBevnqQHy3P","Lo Intenté Todo","Lo Intenté Todo","Reik,Jessie Reyez",2020-08-21,204044,54,spotify:user:,1970-01-01T00:00:00Z,"latin arena pop,latin pop,mexican pop,reggaeton,urbano latino,canadian contemporary r&b,canadian pop",0.388,0.425,2,-4.506,1,0.0328,0.61,0,0.104,0.184,146.939,4
6x5LBP3nYXVdIDoomChGr3,"1r4hJ1h58CWwUQe3MxPuau","Marinero","F.A.M.E.","Maluma",2018-05-18,189133,62,spotify:user:,1970-01-01T00:00:00Z,"latin pop,reggaeton,reggaeton colombiano,trap latino,urbano latino",0.58,0.491,7,-5.156,1,0.0473,0.683,0,0.122,0.843,83.81,4
6VbtCWsziqN8SW3ULogYrM,"2wY79sveU1sp5g7SokKOiI","For The Lover That I Lost","Love Goes","Sam Smith",2020-10-30,179722,49,spotify:user:,1970-01-01T00:00:00Z,"pop,uk pop",0.494,0.291,4,-8.441,1,0.0367,0.815,0,0.127,0.413,136.99,4
6r2tV58enH9E8hj2oqoJNK,"4GNC7GD6oZMSxPGyXy4MNB","Fade","Divinely Uninspired To A Hellish Extent","Lewis Capaldi",2019-05-17,246053,57,spotify:user:,1970-01-01T00:00:00Z,"pop,uk pop",0.41,0.487,7,-7.663,1,0.0449,0.328,0,0.0953,0.126,138.46,4
7eLz11pl19OuQY3HfYJ3KI,"0vR2qb8m9WHeZ5ByCbimq2","Háblame de Ti","De México","Reik",2020-09-11,192639,58,spotify:user:,1970-01-01T00:00:00Z,"latin arena pop,latin pop,mexican pop,reggaeton,urbano latino",0.633,0.306,4,-11.168,1,0.0389,0.726,0,0.114,0.408,144.709,3
2tGvwE8GcFKwNdAXMnlbfl,"1McMsnEElThX1knmY4oliG","happier","SOUR","Olivia Rodrigo",2021-05-21,175933,87,spotify:user:,1970-01-01T00:00:00Z,"pop",0.395,0.443,6,-9.72,1,0.133,0.765,0.00000967,0.0839,0.338,168.924,3
61nXG1EGqF8a9OgRlCLSB4,"2wY79sveU1sp5g7SokKOiI","Another One","Love Goes","Sam Smith",2020-10-30,189306,48,spotify:user:,1970-01-01T00:00:00Z,"pop,uk pop",0.497,0.618,1,-7.351,1,0.0932,0.206,0,0.403,0.223,123.305,4
3FAJ6O0NOHQV8Mc5Ri6ENp,"4fxd5Ee7UefO4CUXgwJ7IP","Heartbreak Anniversary","TAKE TIME","Giveon",2020-03-27,198370,82,spotify:user:,1970-01-01T00:00:00Z,"r&b",0.449,0.465,0,-8.964,1,0.0791,0.524,0.00000102,0.303,0.543,89.087,3
27DWYMacTvcqHqHiQum89b,"0vR2qb8m9WHeZ5ByCbimq2","Tatuajes","De México","Reik",2020-09-11,197543,54,spotify:user:,1970-01-01T00:00:00Z,"latin arena pop,latin pop,mexican pop,reggaeton,urbano latino",0.738,0.277,7,-10.318,1,0.029,0.793,0,0.112,0.484,100.039,4
4rbFRFbocQDMubY2l2qM1K,"7plUpXSFcSJUZSiZAoXqr1","Cobarde","¿Dónde Bailarán Las Niñas?","Ximena Sariñana",2019-03-01,214527,65,spotify:user:,1970-01-01T00:00:00Z,"cantautora mexicana,latin alternative,latin pop,mexican pop,mexican rock",0.445,0.44,2,-6.506,1,0.0403,0.898,0,0.111,0.215,82.261,4
1NxHgM5nOnmqi3KUVLbaIw,"4GNC7GD6oZMSxPGyXy4MNB","Leaving My Love Behind","Divinely Uninspired To A Hellish Extent (Extended Edition)","Lewis Capaldi",2019-11-22,210213,71,spotify:user:,1970-01-01T00:00:00Z,"pop,uk pop",0.409,0.446,2,-4.836,1,0.0317,0.65,0,0.0862,0.135,75.638,4
